O1ENSID	O2ENSID
ENSG00000280019	
ENSG00000164066	ENSDARG00000077639
ENSG00000277117	
ENSG00000105583	ENSDARG00000025554
ENSG00000140285	ENSDARG00000059387
ENSG00000264930	
ENSG00000236259	
ENSG00000228770	
ENSG00000164465	ENSDARG00000015907
ENSG00000125788	
ENSG00000134086	ENSDARG00000070617
ENSG00000224476	
ENSG00000230851	
ENSG00000105695	ENSDARG00000104023
ENSG00000225267	
ENSG00000264262	
ENSG00000143919	ENSDARG00000095224
ENSG00000237479	
ENSG00000261593	
ENSG00000155158	ENSDARG00000100962
ENSG00000167524	ENSDARG00000086169
ENSG00000167524	ENSDARG00000087176
ENSG00000255320	
ENSG00000120784	
ENSG00000273398	
ENSG00000167195	ENSDARG00000063197
ENSG00000272602	
ENSG00000178464	
ENSG00000218472	
ENSG00000260097	
ENSG00000272072	
ENSG00000214889	
ENSG00000217135	
ENSG00000125812	ENSDARG00000076380
ENSG00000272659	
ENSG00000228341	
ENSG00000232978	
ENSG00000259641	
ENSG00000226089	
ENSG00000250148	
ENSG00000255226	
ENSG00000230615	
ENSG00000261003	
ENSG00000173369	ENSDARG00000044612
ENSG00000234576	
ENSG00000272716	
ENSG00000221938	
ENSG00000131873	ENSDARG00000079027
ENSG00000088782	
ENSG00000166479	ENSDARG00000038894
ENSG00000166479	ENSDARG00000088466
ENSG00000236548	
ENSG00000276928	
ENSG00000281706	
ENSG00000237980	
ENSG00000215264	
ENSG00000232699	
ENSG00000227110	
ENSG00000254033	
ENSG00000243701	
ENSG00000163464	ENSDARG00000054975
ENSG00000244355	
ENSG00000280347	
ENSG00000145757	
ENSG00000241599	
ENSG00000233824	
ENSG00000267213	
ENSG00000260951	
ENSG00000260497	
ENSG00000261385	
ENSG00000270612	
ENSG00000123570	ENSDARG00000103391
ENSG00000178966	ENSDARG00000041376
ENSG00000261231	
ENSG00000236830	
ENSG00000263553	
ENSG00000268336	
ENSG00000266279	
ENSG00000034239	ENSDARG00000061377
ENSG00000280217	
ENSG00000153347	ENSDARG00000035193
ENSG00000096080	ENSDARG00000024465
ENSG00000261325	
ENSG00000052344	ENSDARG00000027196
ENSG00000052344	ENSDARG00000040513
ENSG00000231900	
ENSG00000115946	ENSDARG00000008502
ENSG00000149136	ENSDARG00000016994
ENSG00000149136	ENSDARG00000037397
ENSG00000106443	ENSDARG00000061458
ENSG00000272301	
ENSG00000235500	
ENSG00000232198	
ENSG00000048405	ENSDARG00000004594
ENSG00000048405	ENSDARG00000039843
ENSG00000258959	
ENSG00000271757	
ENSG00000215034	
ENSG00000272477	
ENSG00000155530	ENSDARG00000069698
ENSG00000161055	
ENSG00000255531	
ENSG00000223568	
ENSG00000213416	
ENSG00000242951	
ENSG00000271502	
ENSG00000260807	
ENSG00000239636	
ENSG00000261335	
ENSG00000232533	
ENSG00000163625	ENSDARG00000078890
ENSG00000277382	
ENSG00000232260	
ENSG00000249089	
ENSG00000254917	
ENSG00000203808	
ENSG00000259013	
ENSG00000168090	
ENSG00000198707	ENSDARG00000062727
ENSG00000157087	ENSDARG00000063433
ENSG00000233757	
ENSG00000198090	
ENSG00000213954	
ENSG00000228460	
ENSG00000249226	
ENSG00000237476	
ENSG00000226995	
ENSG00000241684	
ENSG00000236775	
ENSG00000260863	
ENSG00000263312	
ENSG00000162385	ENSDARG00000038635
ENSG00000230696	
ENSG00000219666	
ENSG00000112984	ENSDARG00000044491
ENSG00000099942	ENSDARG00000028699
ENSG00000035720	
ENSG00000239828	
ENSG00000261030	
ENSG00000133422	ENSDARG00000028539
ENSG00000270909	
ENSG00000130768	ENSDARG00000010130
ENSG00000229991	
ENSG00000236886	
ENSG00000237207	
ENSG00000227597	
ENSG00000244528	
ENSG00000282774	
ENSG00000224871	
ENSG00000188694	
ENSG00000198271	
ENSG00000225234	
ENSG00000258193	
ENSG00000279685	
ENSG00000163597	
ENSG00000224160	
ENSG00000248294	
ENSG00000132965	ENSDARG00000054755
ENSG00000118407	ENSDARG00000078419
ENSG00000118407	ENSDARG00000079634
ENSG00000235863	ENSDARG00000076218
ENSG00000135747	
ENSG00000226356	
ENSG00000265126	
ENSG00000241860	
ENSG00000234676	
ENSG00000205038	ENSDARG00000091116
ENSG00000205038	ENSDARG00000040004
ENSG00000229780	
ENSG00000186471	
ENSG00000229105	
ENSG00000231937	
ENSG00000228997	
ENSG00000265964	
ENSG00000244623	
ENSG00000231597	
ENSG00000258314	
ENSG00000231419	
ENSG00000171202	ENSDARG00000014506
ENSG00000187554	ENSDARG00000044415
ENSG00000187554	ENSDARG00000052322
ENSG00000235503	
ENSG00000229352	
ENSG00000262529	
ENSG00000283023	
ENSG00000224529	
ENSG00000253384	
ENSG00000129187	ENSDARG00000036990
ENSG00000274369	
ENSG00000189269	
ENSG00000114529	
ENSG00000242732	
ENSG00000256973	
ENSG00000171603	ENSDARG00000031720
ENSG00000269984	
ENSG00000234197	
ENSG00000145020	ENSDARG00000010862
ENSG00000245281	
ENSG00000132874	ENSDARG00000102029
ENSG00000132874	ENSDARG00000051914
ENSG00000205029	
ENSG00000262880	
ENSG00000217950	
ENSG00000251322	ENSDARG00000063054
ENSG00000251322	ENSDARG00000063332
ENSG00000163145	ENSDARG00000074949
ENSG00000214642	
ENSG00000267480	
ENSG00000036054	ENSDARG00000044357
ENSG00000101405	ENSDARG00000058567
ENSG00000101405	ENSDARG00000042845
ENSG00000183850	
ENSG00000180138	
ENSG00000182378	ENSDARG00000088798
ENSG00000238031	
ENSG00000157992	ENSDARG00000090072
ENSG00000242052	
ENSG00000273301	
ENSG00000232742	
ENSG00000241829	
ENSG00000104774	ENSDARG00000001897
ENSG00000224971	
ENSG00000274549	
ENSG00000228206	
ENSG00000224805	
ENSG00000259956	ENSDARG00000078966
ENSG00000282024	
ENSG00000267545	
ENSG00000276742	
ENSG00000277651	
ENSG00000157800	ENSDARG00000099322
ENSG00000160714	
ENSG00000153201	ENSDARG00000011652
ENSG00000153201	ENSDARG00000093125
ENSG00000279511	
ENSG00000215796	
ENSG00000228488	
ENSG00000273891	
ENSG00000273073	
ENSG00000267037	
ENSG00000248870	
ENSG00000232611	
ENSG00000258847	
ENSG00000261538	
ENSG00000230283	
ENSG00000225210	
ENSG00000235469	
ENSG00000234155	
ENSG00000136997	ENSDARG00000045695
ENSG00000136997	ENSDARG00000007241
ENSG00000250897	
ENSG00000179918	ENSDARG00000017659
ENSG00000269097	
ENSG00000246541	
ENSG00000278418	
ENSG00000281228	
ENSG00000211528	
ENSG00000221774	
ENSG00000279015	
ENSG00000273623	
ENSG00000264969	
ENSG00000222092	
ENSG00000207408	
ENSG00000130201	ENSDARG00000030782
ENSG00000130201	ENSDARG00000008414
ENSG00000165661	ENSDARG00000077174
ENSG00000266245	
ENSG00000277592	
ENSG00000199446	
ENSG00000268105	
ENSG00000263927	
ENSG00000277599	
ENSG00000212510	
ENSG00000239131	
ENSG00000277082	
ENSG00000252107	
ENSG00000265802	
ENSG00000223029	
ENSG00000266509	
ENSG00000277198	
ENSG00000200469	
ENSG00000273811	
ENSG00000104687	ENSDARG00000019236
ENSG00000207722	
ENSG00000121005	ENSDARG00000077275
ENSG00000121005	ENSDARG00000013293
ENSG00000206936	
ENSG00000251717	ENSDARG00000101494
ENSG00000201598	
ENSG00000176715	ENSDARG00000059503
ENSG00000221113	
ENSG00000207208	
ENSG00000196663	ENSDARG00000060835
ENSG00000179909	
ENSG00000252222	
ENSG00000188488	ENSDARG00000090286
ENSG00000188488	ENSDARG00000074712
ENSG00000188488	ENSDARG00000077960
ENSG00000188488	ENSDARG00000087143
ENSG00000188488	ENSDARG00000091136
ENSG00000188488	ENSDARG00000090850
ENSG00000278317	
ENSG00000216085	
ENSG00000274228	ENSDARG00000101494
ENSG00000143630	
ENSG00000200345	
ENSG00000239069	
ENSG00000274831	
ENSG00000280869	
ENSG00000207895	
ENSG00000216015	
ENSG00000201761	
ENSG00000265390	
ENSG00000007384	ENSDARG00000036541
ENSG00000007384	ENSDARG00000017367
ENSG00000207835	
ENSG00000281751	
ENSG00000206765	
ENSG00000277727	ENSDARG00000083360
ENSG00000271079	
ENSG00000275877	ENSDARG00000104238
ENSG00000275877	ENSDARG00000101302
ENSG00000275877	ENSDARG00000098303
ENSG00000275877	ENSDARG00000102530
ENSG00000275877	ENSDARG00000091828
ENSG00000275877	ENSDARG00000102469
ENSG00000275877	ENSDARG00000091776
ENSG00000277724	
ENSG00000265538	
ENSG00000203436	
ENSG00000212550	
ENSG00000201326	
ENSG00000200394	ENSDARG00000084004
ENSG00000278405	
ENSG00000266740	
ENSG00000275891	
ENSG00000274004	
ENSG00000238890	
ENSG00000239595	
ENSG00000238886	
ENSG00000222997	
ENSG00000278274	
ENSG00000253063	
ENSG00000250426	
ENSG00000279810	
ENSG00000117971	ENSDARG00000101677
ENSG00000263978	
ENSG00000212560	
ENSG00000212335	
ENSG00000275001	
ENSG00000201436	
ENSG00000253093	
ENSG00000221486	
ENSG00000207139	
ENSG00000266360	
ENSG00000240977	
ENSG00000202093	
ENSG00000267920	
ENSG00000206766	
ENSG00000275559	
ENSG00000201129	
ENSG00000105479	ENSDARG00000015010
ENSG00000221240	
ENSG00000221160	
ENSG00000129071	
ENSG00000274357	
ENSG00000252514	
ENSG00000127955	ENSDARG00000030644
ENSG00000212170	
ENSG00000252264	
ENSG00000280988	
ENSG00000252486	
ENSG00000280570	
ENSG00000276396	
ENSG00000234900	
ENSG00000244307	
ENSG00000281685	
ENSG00000274389	
ENSG00000201608	ENSDARG00000089313
ENSG00000201608	ENSDARG00000087328
ENSG00000201608	ENSDARG00000083431
ENSG00000202058	
ENSG00000201684	
ENSG00000221087	
ENSG00000271615	
ENSG00000221030	
ENSG00000207939	ENSDARG00000080589
ENSG00000137198	ENSDARG00000016160
ENSG00000201282	
ENSG00000252983	
ENSG00000265559	
ENSG00000264314	
ENSG00000207499	
ENSG00000199803	
ENSG00000252142	
ENSG00000181511	
ENSG00000201990	
ENSG00000212422	
ENSG00000200235	
ENSG00000201296	ENSDARG00000082871
ENSG00000232900	
ENSG00000221664	
ENSG00000277023	
ENSG00000240235	
ENSG00000252943	
ENSG00000264679	
ENSG00000280919	
ENSG00000221187	
ENSG00000212398	
ENSG00000238936	ENSDARG00000080775
ENSG00000200537	
ENSG00000278936	
ENSG00000206618	
ENSG00000280999	
ENSG00000244003	
ENSG00000229720	
ENSG00000239122	
ENSG00000201372	
ENSG00000216011	
ENSG00000070729	ENSDARG00000068242
ENSG00000070729	ENSDARG00000042107
ENSG00000281605	
ENSG00000240116	
ENSG00000220999	
ENSG00000207732	ENSDARG00000083023
ENSG00000275451	
ENSG00000207960	ENSDARG00000080551
ENSG00000199381	
ENSG00000222570	
ENSG00000206718	
ENSG00000274060	
ENSG00000281001	
ENSG00000200102	
ENSG00000252688	
ENSG00000201346	
ENSG00000270479	
ENSG00000276891	
ENSG00000278483	
ENSG00000207186	
ENSG00000212590	ENSDARG00000103384
ENSG00000200831	
ENSG00000224961	
ENSG00000200274	
ENSG00000221494	
ENSG00000168679	ENSDARG00000042807
ENSG00000202601	
ENSG00000201818	
ENSG00000244405	ENSDARG00000044511
ENSG00000244405	ENSDARG00000069763
ENSG00000207046	
ENSG00000219435	
ENSG00000274784	
ENSG00000271905	
ENSG00000223286	
ENSG00000207603	ENSDARG00000081109
ENSG00000207283	
ENSG00000241159	
ENSG00000252622	
ENSG00000146373	ENSDARG00000060944
ENSG00000230556	
ENSG00000251974	ENSDARG00000080351
ENSG00000200256	
ENSG00000263572	
ENSG00000252148	
ENSG00000221639	ENSDARG00000104594
ENSG00000221639	ENSDARG00000102089
ENSG00000221639	ENSDARG00000104032
ENSG00000221639	ENSDARG00000098701
ENSG00000271257	
ENSG00000221365	
ENSG00000120324	
ENSG00000264346	ENSDARG00000086007
ENSG00000204220	ENSDARG00000037108
ENSG00000202324	
ENSG00000200502	
ENSG00000278410	
ENSG00000266239	
ENSG00000222460	
ENSG00000280624	
ENSG00000201370	
ENSG00000206636	
ENSG00000199914	
ENSG00000280178	
ENSG00000275957	
ENSG00000278524	
ENSG00000242699	
ENSG00000230749	
ENSG00000252643	
ENSG00000206908	
ENSG00000278221	
ENSG00000273750	
ENSG00000251877	
ENSG00000207062	
ENSG00000239183	ENSDARG00000082290
ENSG00000242912	
ENSG00000264500	
ENSG00000221740	
ENSG00000207147	
ENSG00000266128	
ENSG00000252326	
ENSG00000244692	
ENSG00000270792	
ENSG00000202354	
ENSG00000244610	
ENSG00000252859	
ENSG00000252917	ENSDARG00000082930
ENSG00000252917	ENSDARG00000102120
ENSG00000276678	
ENSG00000263475	
ENSG00000201027	
ENSG00000277950	
ENSG00000243671	
ENSG00000264190	
ENSG00000222800	
ENSG00000212242	
ENSG00000265587	
ENSG00000252117	
ENSG00000275711	
ENSG00000251821	
ENSG00000264855	
ENSG00000265319	
ENSG00000212380	
ENSG00000266436	
ENSG00000237828	
ENSG00000280842	
ENSG00000278497	
ENSG00000221265	
ENSG00000207386	
ENSG00000281802	
ENSG00000271907	ENSDARG00000080450
ENSG00000265110	
ENSG00000199360	
ENSG00000199728	
ENSG00000211514	ENSDARG00000082262
ENSG00000211514	ENSDARG00000081232
ENSG00000279119	
ENSG00000221806	
ENSG00000207702	ENSDARG00000081512
ENSG00000263842	
ENSG00000228517	
ENSG00000194297	
ENSG00000238357	
ENSG00000266531	
ENSG00000239035	
ENSG00000199963	
ENSG00000238882	
ENSG00000199764	
ENSG00000265195	
ENSG00000267886	
ENSG00000207339	
ENSG00000275693	
ENSG00000275254	
ENSG00000206705	
ENSG00000264406	
ENSG00000211510	
ENSG00000263988	
ENSG00000200003	
ENSG00000223026	
ENSG00000221020	
ENSG00000176619	ENSDARG00000101624
ENSG00000221630	
ENSG00000221016	
ENSG00000264804	
ENSG00000276844	
ENSG00000200413	
ENSG00000247121	
ENSG00000252887	
ENSG00000281739	
ENSG00000207577	
ENSG00000277081	
ENSG00000229497	
ENSG00000206925	
ENSG00000202427	
ENSG00000264073	
ENSG00000206839	
ENSG00000252393	
ENSG00000226819	
ENSG00000265632	
ENSG00000251980	
ENSG00000211518	
ENSG00000280729	
ENSG00000277014	
ENSG00000280575	
ENSG00000202021	
ENSG00000221210	
ENSG00000280817	
ENSG00000200830	
ENSG00000217809	
ENSG00000264857	
ENSG00000252132	
ENSG00000263957	
ENSG00000222898	
ENSG00000207047	
ENSG00000251757	
ENSG00000236792	
ENSG00000212615	ENSDARG00000081849
ENSG00000252411	
ENSG00000263897	
ENSG00000206741	
ENSG00000201709	
ENSG00000222821	
ENSG00000207474	
ENSG00000227089	
ENSG00000266204	
ENSG00000280851	
ENSG00000266875	
ENSG00000207022	
ENSG00000274065	
ENSG00000278089	
ENSG00000201770	
ENSG00000274588	ENSDARG00000074183
ENSG00000266317	
ENSG00000120280	
ENSG00000266264	
ENSG00000207405	
ENSG00000273524	
ENSG00000223698	
ENSG00000266274	
ENSG00000199924	
ENSG00000275041	
ENSG00000276902	
ENSG00000212039	
ENSG00000277264	
ENSG00000276510	
ENSG00000221074	
ENSG00000201821	
ENSG00000202035	
ENSG00000252702	ENSDARG00000083638
ENSG00000252702	ENSDARG00000081015
ENSG00000252702	ENSDARG00000082384
ENSG00000252702	ENSDARG00000082127
ENSG00000222359	
ENSG00000275588	
ENSG00000199812	
ENSG00000281322	
ENSG00000037965	ENSDARG00000070346
ENSG00000266269	
ENSG00000275466	
ENSG00000264502	
ENSG00000251754	ENSDARG00000101439
ENSG00000251754	ENSDARG00000104941
ENSG00000251754	ENSDARG00000089144
ENSG00000251754	ENSDARG00000104830
ENSG00000251754	ENSDARG00000102526
ENSG00000251754	ENSDARG00000105251
ENSG00000251754	ENSDARG00000087106
ENSG00000251754	ENSDARG00000091591
ENSG00000251754	ENSDARG00000104226
ENSG00000251754	ENSDARG00000102384
ENSG00000251754	ENSDARG00000100268
ENSG00000251754	ENSDARG00000100091
ENSG00000251754	ENSDARG00000101396
ENSG00000251754	ENSDARG00000090739
ENSG00000251754	ENSDARG00000103356
ENSG00000251754	ENSDARG00000102971
ENSG00000251754	ENSDARG00000090303
ENSG00000251754	ENSDARG00000087050
ENSG00000251754	ENSDARG00000086794
ENSG00000251754	ENSDARG00000100146
ENSG00000251754	ENSDARG00000102598
ENSG00000251754	ENSDARG00000087385
ENSG00000251754	ENSDARG00000104245
ENSG00000251754	ENSDARG00000101006
ENSG00000251754	ENSDARG00000087240
ENSG00000251754	ENSDARG00000091464
ENSG00000251754	ENSDARG00000104712
ENSG00000251754	ENSDARG00000103524
ENSG00000251754	ENSDARG00000103558
ENSG00000251754	ENSDARG00000099135
ENSG00000251754	ENSDARG00000088387
ENSG00000251754	ENSDARG00000091204
ENSG00000251754	ENSDARG00000098549
ENSG00000251754	ENSDARG00000083154
ENSG00000251754	ENSDARG00000101001
ENSG00000251754	ENSDARG00000088270
ENSG00000251754	ENSDARG00000090010
ENSG00000251754	ENSDARG00000102862
ENSG00000251754	ENSDARG00000103611
ENSG00000251754	ENSDARG00000086993
ENSG00000251754	ENSDARG00000087399
ENSG00000251754	ENSDARG00000102886
ENSG00000251754	ENSDARG00000099901
ENSG00000251754	ENSDARG00000104250
ENSG00000251754	ENSDARG00000086500
ENSG00000251754	ENSDARG00000089788
ENSG00000251754	ENSDARG00000086134
ENSG00000251754	ENSDARG00000102140
ENSG00000251754	ENSDARG00000101905
ENSG00000251754	ENSDARG00000082473
ENSG00000251754	ENSDARG00000086997
ENSG00000251754	ENSDARG00000090927
ENSG00000251754	ENSDARG00000091439
ENSG00000251754	ENSDARG00000088578
ENSG00000251754	ENSDARG00000098869
ENSG00000251754	ENSDARG00000103965
ENSG00000251754	ENSDARG00000102183
ENSG00000251754	ENSDARG00000086617
ENSG00000251754	ENSDARG00000090701
ENSG00000251754	ENSDARG00000084642
ENSG00000251754	ENSDARG00000087686
ENSG00000251754	ENSDARG00000086026
ENSG00000251754	ENSDARG00000089580
ENSG00000251754	ENSDARG00000087672
ENSG00000251754	ENSDARG00000091045
ENSG00000251754	ENSDARG00000103406
ENSG00000251754	ENSDARG00000086065
ENSG00000251754	ENSDARG00000100016
ENSG00000251754	ENSDARG00000090541
ENSG00000251754	ENSDARG00000086285
ENSG00000251754	ENSDARG00000090012
ENSG00000251754	ENSDARG00000098292
ENSG00000251754	ENSDARG00000104051
ENSG00000251754	ENSDARG00000090950
ENSG00000251754	ENSDARG00000088826
ENSG00000251754	ENSDARG00000088442
ENSG00000251754	ENSDARG00000104180
ENSG00000251754	ENSDARG00000103633
ENSG00000251754	ENSDARG00000101386
ENSG00000251754	ENSDARG00000099087
ENSG00000251754	ENSDARG00000102925
ENSG00000251754	ENSDARG00000088770
ENSG00000251754	ENSDARG00000100351
ENSG00000251754	ENSDARG00000088992
ENSG00000251754	ENSDARG00000105135
ENSG00000251754	ENSDARG00000090862
ENSG00000251754	ENSDARG00000099071
ENSG00000251754	ENSDARG00000103913
ENSG00000251754	ENSDARG00000099632
ENSG00000251754	ENSDARG00000100168
ENSG00000251754	ENSDARG00000100130
ENSG00000251754	ENSDARG00000087056
ENSG00000251754	ENSDARG00000102196
ENSG00000251754	ENSDARG00000098255
ENSG00000251754	ENSDARG00000099878
ENSG00000251754	ENSDARG00000101100
ENSG00000251754	ENSDARG00000104469
ENSG00000251754	ENSDARG00000089234
ENSG00000251754	ENSDARG00000086020
ENSG00000251754	ENSDARG00000098421
ENSG00000251754	ENSDARG00000103805
ENSG00000251754	ENSDARG00000104405
ENSG00000251754	ENSDARG00000104617
ENSG00000251754	ENSDARG00000082380
ENSG00000251754	ENSDARG00000089757
ENSG00000251754	ENSDARG00000103869
ENSG00000251754	ENSDARG00000091255
ENSG00000251754	ENSDARG00000090241
ENSG00000251754	ENSDARG00000088370
ENSG00000251754	ENSDARG00000103353
ENSG00000251754	ENSDARG00000090060
ENSG00000251754	ENSDARG00000104645
ENSG00000251754	ENSDARG00000098207
ENSG00000251754	ENSDARG00000091795
ENSG00000251754	ENSDARG00000104827
ENSG00000251754	ENSDARG00000098731
ENSG00000251754	ENSDARG00000086644
ENSG00000251754	ENSDARG00000086597
ENSG00000251754	ENSDARG00000102509
ENSG00000251754	ENSDARG00000101550
ENSG00000251754	ENSDARG00000091447
ENSG00000251754	ENSDARG00000103171
ENSG00000251754	ENSDARG00000091694
ENSG00000251754	ENSDARG00000091112
ENSG00000251754	ENSDARG00000086803
ENSG00000251754	ENSDARG00000099977
ENSG00000251754	ENSDARG00000089857
ENSG00000251754	ENSDARG00000091165
ENSG00000251754	ENSDARG00000091018
ENSG00000251754	ENSDARG00000099713
ENSG00000251754	ENSDARG00000087931
ENSG00000251754	ENSDARG00000089114
ENSG00000251754	ENSDARG00000091338
ENSG00000251754	ENSDARG00000089178
ENSG00000251754	ENSDARG00000098763
ENSG00000251754	ENSDARG00000090626
ENSG00000251754	ENSDARG00000099762
ENSG00000251754	ENSDARG00000088211
ENSG00000251754	ENSDARG00000084669
ENSG00000251754	ENSDARG00000090244
ENSG00000251754	ENSDARG00000080258
ENSG00000251754	ENSDARG00000103055
ENSG00000251754	ENSDARG00000090050
ENSG00000251754	ENSDARG00000098262
ENSG00000251754	ENSDARG00000101086
ENSG00000251754	ENSDARG00000088135
ENSG00000251754	ENSDARG00000103005
ENSG00000251754	ENSDARG00000089274
ENSG00000251754	ENSDARG00000104757
ENSG00000251754	ENSDARG00000087340
ENSG00000251754	ENSDARG00000103570
ENSG00000251754	ENSDARG00000103930
ENSG00000251754	ENSDARG00000090509
ENSG00000251754	ENSDARG00000091812
ENSG00000251754	ENSDARG00000101177
ENSG00000251754	ENSDARG00000100228
ENSG00000251754	ENSDARG00000099212
ENSG00000251754	ENSDARG00000103128
ENSG00000251754	ENSDARG00000089166
ENSG00000251754	ENSDARG00000102137
ENSG00000251754	ENSDARG00000086232
ENSG00000251754	ENSDARG00000105168
ENSG00000251754	ENSDARG00000098346
ENSG00000251754	ENSDARG00000102821
ENSG00000251754	ENSDARG00000098978
ENSG00000251754	ENSDARG00000103895
ENSG00000251754	ENSDARG00000101884
ENSG00000251754	ENSDARG00000087567
ENSG00000251754	ENSDARG00000103209
ENSG00000251754	ENSDARG00000102723
ENSG00000251754	ENSDARG00000089662
ENSG00000251754	ENSDARG00000099853
ENSG00000251754	ENSDARG00000104779
ENSG00000251754	ENSDARG00000090251
ENSG00000251754	ENSDARG00000087725
ENSG00000251754	ENSDARG00000100735
ENSG00000251754	ENSDARG00000087028
ENSG00000251754	ENSDARG00000091787
ENSG00000251754	ENSDARG00000100837
ENSG00000251754	ENSDARG00000101182
ENSG00000251754	ENSDARG00000088471
ENSG00000251754	ENSDARG00000086386
ENSG00000251754	ENSDARG00000090111
ENSG00000251754	ENSDARG00000089482
ENSG00000251754	ENSDARG00000102186
ENSG00000251754	ENSDARG00000100448
ENSG00000251754	ENSDARG00000087097
ENSG00000251754	ENSDARG00000087371
ENSG00000251754	ENSDARG00000101262
ENSG00000251754	ENSDARG00000099592
ENSG00000251754	ENSDARG00000102354
ENSG00000251754	ENSDARG00000087629
ENSG00000251754	ENSDARG00000103801
ENSG00000251754	ENSDARG00000103029
ENSG00000251754	ENSDARG00000091341
ENSG00000251754	ENSDARG00000099820
ENSG00000251754	ENSDARG00000099165
ENSG00000251754	ENSDARG00000087480
ENSG00000251754	ENSDARG00000101015
ENSG00000251754	ENSDARG00000101442
ENSG00000251754	ENSDARG00000087812
ENSG00000251754	ENSDARG00000087458
ENSG00000251754	ENSDARG00000102527
ENSG00000251754	ENSDARG00000101545
ENSG00000251754	ENSDARG00000089430
ENSG00000251754	ENSDARG00000101152
ENSG00000251754	ENSDARG00000102314
ENSG00000251754	ENSDARG00000103664
ENSG00000251754	ENSDARG00000099826
ENSG00000251754	ENSDARG00000103242
ENSG00000251754	ENSDARG00000098829
ENSG00000251754	ENSDARG00000091263
ENSG00000251754	ENSDARG00000103938
ENSG00000251754	ENSDARG00000098217
ENSG00000251754	ENSDARG00000098713
ENSG00000251754	ENSDARG00000090692
ENSG00000251754	ENSDARG00000101875
ENSG00000251754	ENSDARG00000100042
ENSG00000251754	ENSDARG00000088006
